evidence_id,axis,status,metric,value,unit,numerator,denominator,source_path,sample_key,detail
E00214,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\f3e840a4-03a0-44c3-9dca-52893fe32fdb.png|D:\datasets\ArchCAD\data\svg\f3e840a4-03a0-44c3-9dca-52893fe32fdb.svg|D:\datasets\ArchCAD\data\point\f3e840a4-03a0-44c3-9dca-52893fe32fdb.npy|D:\datasets\ArchCAD\data\caption\f3e840a4-03a0-44c3-9dca-52893fe32fdb.json|D:\datasets\ArchCAD\data\json\f3e840a4-03a0-44c3-9dca-52893fe32fdb.json,f3e840a4-03a0-44c3-9dca-52893fe32fdb,"entity_count=275;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.35424354243542433;extent_residual=0.0;errors=none"
E00215,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\ecfb6598-0c85-4fde-bee7-259f84c110be.png|D:\datasets\ArchCAD\data\svg\ecfb6598-0c85-4fde-bee7-259f84c110be.svg|D:\datasets\ArchCAD\data\point\ecfb6598-0c85-4fde-bee7-259f84c110be.npy|D:\datasets\ArchCAD\data\caption\ecfb6598-0c85-4fde-bee7-259f84c110be.json|D:\datasets\ArchCAD\data\json\ecfb6598-0c85-4fde-bee7-259f84c110be.json,ecfb6598-0c85-4fde-bee7-259f84c110be,"entity_count=509;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5257985257985258;extent_residual=0.0;errors=none"
E00216,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\d298ebfa-2e85-408b-aa58-01caf7d69fa9.png|D:\datasets\ArchCAD\data\svg\d298ebfa-2e85-408b-aa58-01caf7d69fa9.svg|D:\datasets\ArchCAD\data\point\d298ebfa-2e85-408b-aa58-01caf7d69fa9.npy|D:\datasets\ArchCAD\data\caption\d298ebfa-2e85-408b-aa58-01caf7d69fa9.json|D:\datasets\ArchCAD\data\json\d298ebfa-2e85-408b-aa58-01caf7d69fa9.json,d298ebfa-2e85-408b-aa58-01caf7d69fa9,"entity_count=203;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5729166666666666;extent_residual=0.0;errors=none"
E00217,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\06aaf4b2-18a0-4307-8912-758b7b06ad56.png|D:\datasets\ArchCAD\data\svg\06aaf4b2-18a0-4307-8912-758b7b06ad56.svg|D:\datasets\ArchCAD\data\point\06aaf4b2-18a0-4307-8912-758b7b06ad56.npy|D:\datasets\ArchCAD\data\caption\06aaf4b2-18a0-4307-8912-758b7b06ad56.json|D:\datasets\ArchCAD\data\json\06aaf4b2-18a0-4307-8912-758b7b06ad56.json,06aaf4b2-18a0-4307-8912-758b7b06ad56,"entity_count=256;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5361702127659574;extent_residual=0.0;errors=none"
E00218,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\f737290c-1571-4299-8da5-88d45711f9cd.png|D:\datasets\ArchCAD\data\svg\f737290c-1571-4299-8da5-88d45711f9cd.svg|D:\datasets\ArchCAD\data\point\f737290c-1571-4299-8da5-88d45711f9cd.npy|D:\datasets\ArchCAD\data\caption\f737290c-1571-4299-8da5-88d45711f9cd.json|D:\datasets\ArchCAD\data\json\f737290c-1571-4299-8da5-88d45711f9cd.json,f737290c-1571-4299-8da5-88d45711f9cd,"entity_count=145;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.4;extent_residual=0.0;errors=none"
E00219,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\75d440fc-a61c-472c-80a4-b18ec8b1f303.png|D:\datasets\ArchCAD\data\svg\75d440fc-a61c-472c-80a4-b18ec8b1f303.svg|D:\datasets\ArchCAD\data\point\75d440fc-a61c-472c-80a4-b18ec8b1f303.npy|D:\datasets\ArchCAD\data\caption\75d440fc-a61c-472c-80a4-b18ec8b1f303.json|D:\datasets\ArchCAD\data\json\75d440fc-a61c-472c-80a4-b18ec8b1f303.json,75d440fc-a61c-472c-80a4-b18ec8b1f303,"entity_count=115;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5079365079365079;extent_residual=0.0;errors=none"
E00220,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\f23b2d7f-abb2-48d4-8104-09eb92cd008d.png|D:\datasets\ArchCAD\data\svg\f23b2d7f-abb2-48d4-8104-09eb92cd008d.svg|D:\datasets\ArchCAD\data\point\f23b2d7f-abb2-48d4-8104-09eb92cd008d.npy|D:\datasets\ArchCAD\data\caption\f23b2d7f-abb2-48d4-8104-09eb92cd008d.json|D:\datasets\ArchCAD\data\json\f23b2d7f-abb2-48d4-8104-09eb92cd008d.json,f23b2d7f-abb2-48d4-8104-09eb92cd008d,"entity_count=189;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.7366863905325444;extent_residual=0.0;errors=none"
E00221,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\fb74babd-7a56-4e2c-aab5-f0c3ddf7efeb.png|D:\datasets\ArchCAD\data\svg\fb74babd-7a56-4e2c-aab5-f0c3ddf7efeb.svg|D:\datasets\ArchCAD\data\point\fb74babd-7a56-4e2c-aab5-f0c3ddf7efeb.npy|D:\datasets\ArchCAD\data\caption\fb74babd-7a56-4e2c-aab5-f0c3ddf7efeb.json|D:\datasets\ArchCAD\data\json\fb74babd-7a56-4e2c-aab5-f0c3ddf7efeb.json,fb74babd-7a56-4e2c-aab5-f0c3ddf7efeb,"entity_count=4664;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.3042668957617411;extent_residual=0.0;errors=none"
E00222,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\83761e73-3f0d-4448-b97f-58bdc09bee67.png|D:\datasets\ArchCAD\data\svg\83761e73-3f0d-4448-b97f-58bdc09bee67.svg|D:\datasets\ArchCAD\data\point\83761e73-3f0d-4448-b97f-58bdc09bee67.npy|D:\datasets\ArchCAD\data\caption\83761e73-3f0d-4448-b97f-58bdc09bee67.json|D:\datasets\ArchCAD\data\json\83761e73-3f0d-4448-b97f-58bdc09bee67.json,83761e73-3f0d-4448-b97f-58bdc09bee67,"entity_count=698;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.21459537572254336;extent_residual=0.0;errors=none"
E00223,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b0aa9954-53e6-433d-ab93-9d37d440a0e3.png|D:\datasets\ArchCAD\data\svg\b0aa9954-53e6-433d-ab93-9d37d440a0e3.svg|D:\datasets\ArchCAD\data\point\b0aa9954-53e6-433d-ab93-9d37d440a0e3.npy|D:\datasets\ArchCAD\data\caption\b0aa9954-53e6-433d-ab93-9d37d440a0e3.json|D:\datasets\ArchCAD\data\json\b0aa9954-53e6-433d-ab93-9d37d440a0e3.json,b0aa9954-53e6-433d-ab93-9d37d440a0e3,"entity_count=283;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.40545454545454546;extent_residual=0.0;errors=none"
E00224,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\0b3a874e-faac-454f-a788-c3521eeec8d5.png|D:\datasets\ArchCAD\data\svg\0b3a874e-faac-454f-a788-c3521eeec8d5.svg|D:\datasets\ArchCAD\data\point\0b3a874e-faac-454f-a788-c3521eeec8d5.npy|D:\datasets\ArchCAD\data\caption\0b3a874e-faac-454f-a788-c3521eeec8d5.json|D:\datasets\ArchCAD\data\json\0b3a874e-faac-454f-a788-c3521eeec8d5.json,0b3a874e-faac-454f-a788-c3521eeec8d5,"entity_count=131;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.583969465648855;extent_residual=0.0;errors=none"
E00225,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7cdab989-e4a0-4d01-96f1-5d69d294c8c6.png|D:\datasets\ArchCAD\data\svg\7cdab989-e4a0-4d01-96f1-5d69d294c8c6.svg|D:\datasets\ArchCAD\data\point\7cdab989-e4a0-4d01-96f1-5d69d294c8c6.npy|D:\datasets\ArchCAD\data\caption\7cdab989-e4a0-4d01-96f1-5d69d294c8c6.json|D:\datasets\ArchCAD\data\json\7cdab989-e4a0-4d01-96f1-5d69d294c8c6.json,7cdab989-e4a0-4d01-96f1-5d69d294c8c6,"entity_count=483;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.49733333333333335;extent_residual=0.0;errors=none"
E00226,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\4cddc03b-27b6-4ac9-8909-b21b7570d3bf.png|D:\datasets\ArchCAD\data\svg\4cddc03b-27b6-4ac9-8909-b21b7570d3bf.svg|D:\datasets\ArchCAD\data\point\4cddc03b-27b6-4ac9-8909-b21b7570d3bf.npy|D:\datasets\ArchCAD\data\caption\4cddc03b-27b6-4ac9-8909-b21b7570d3bf.json|D:\datasets\ArchCAD\data\json\4cddc03b-27b6-4ac9-8909-b21b7570d3bf.json,4cddc03b-27b6-4ac9-8909-b21b7570d3bf,"entity_count=177;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5085714285714286;extent_residual=0.0;errors=none"
E00227,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\c6351374-3045-4836-a2b5-1192a43a6ee8.png|D:\datasets\ArchCAD\data\svg\c6351374-3045-4836-a2b5-1192a43a6ee8.svg|D:\datasets\ArchCAD\data\point\c6351374-3045-4836-a2b5-1192a43a6ee8.npy|D:\datasets\ArchCAD\data\caption\c6351374-3045-4836-a2b5-1192a43a6ee8.json|D:\datasets\ArchCAD\data\json\c6351374-3045-4836-a2b5-1192a43a6ee8.json,c6351374-3045-4836-a2b5-1192a43a6ee8,"entity_count=127;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.2204724409448819;extent_residual=0.0;errors=none"
E00228,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\adc67643-07e7-40d6-aee3-13d5568b8990.png|D:\datasets\ArchCAD\data\svg\adc67643-07e7-40d6-aee3-13d5568b8990.svg|D:\datasets\ArchCAD\data\point\adc67643-07e7-40d6-aee3-13d5568b8990.npy|D:\datasets\ArchCAD\data\caption\adc67643-07e7-40d6-aee3-13d5568b8990.json|D:\datasets\ArchCAD\data\json\adc67643-07e7-40d6-aee3-13d5568b8990.json,adc67643-07e7-40d6-aee3-13d5568b8990,"entity_count=329;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.34933774834437087;extent_residual=0.0;errors=none"
E00229,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\792b4be6-3c7f-4a5c-be83-8348c2c91737.png|D:\datasets\ArchCAD\data\svg\792b4be6-3c7f-4a5c-be83-8348c2c91737.svg|D:\datasets\ArchCAD\data\point\792b4be6-3c7f-4a5c-be83-8348c2c91737.npy|D:\datasets\ArchCAD\data\caption\792b4be6-3c7f-4a5c-be83-8348c2c91737.json|D:\datasets\ArchCAD\data\json\792b4be6-3c7f-4a5c-be83-8348c2c91737.json,792b4be6-3c7f-4a5c-be83-8348c2c91737,"entity_count=100;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5;extent_residual=0.0;errors=none"
E00230,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\bea238b6-0f6b-4949-a5ed-ea9843b9c9a5.png|D:\datasets\ArchCAD\data\svg\bea238b6-0f6b-4949-a5ed-ea9843b9c9a5.svg|D:\datasets\ArchCAD\data\point\bea238b6-0f6b-4949-a5ed-ea9843b9c9a5.npy|D:\datasets\ArchCAD\data\caption\bea238b6-0f6b-4949-a5ed-ea9843b9c9a5.json|D:\datasets\ArchCAD\data\json\bea238b6-0f6b-4949-a5ed-ea9843b9c9a5.json,bea238b6-0f6b-4949-a5ed-ea9843b9c9a5,"entity_count=279;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5716911764705882;extent_residual=0.0;errors=none"
E00231,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\aa013a47-2ca2-47a9-b5ad-79fd68181818.png|D:\datasets\ArchCAD\data\svg\aa013a47-2ca2-47a9-b5ad-79fd68181818.svg|D:\datasets\ArchCAD\data\point\aa013a47-2ca2-47a9-b5ad-79fd68181818.npy|D:\datasets\ArchCAD\data\caption\aa013a47-2ca2-47a9-b5ad-79fd68181818.json|D:\datasets\ArchCAD\data\json\aa013a47-2ca2-47a9-b5ad-79fd68181818.json,aa013a47-2ca2-47a9-b5ad-79fd68181818,"entity_count=118;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.4364406779661017;extent_residual=0.0;errors=none"
E00232,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\95bf2fe7-ce5d-4893-b602-c6739c9c59fd.png|D:\datasets\ArchCAD\data\svg\95bf2fe7-ce5d-4893-b602-c6739c9c59fd.svg|D:\datasets\ArchCAD\data\point\95bf2fe7-ce5d-4893-b602-c6739c9c59fd.npy|D:\datasets\ArchCAD\data\caption\95bf2fe7-ce5d-4893-b602-c6739c9c59fd.json|D:\datasets\ArchCAD\data\json\95bf2fe7-ce5d-4893-b602-c6739c9c59fd.json,95bf2fe7-ce5d-4893-b602-c6739c9c59fd,"entity_count=106;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5681818181818182;extent_residual=0.0;errors=none"
E00233,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\378e4336-9685-4916-afe1-42085eb7d393.png|D:\datasets\ArchCAD\data\svg\378e4336-9685-4916-afe1-42085eb7d393.svg|D:\datasets\ArchCAD\data\point\378e4336-9685-4916-afe1-42085eb7d393.npy|D:\datasets\ArchCAD\data\caption\378e4336-9685-4916-afe1-42085eb7d393.json|D:\datasets\ArchCAD\data\json\378e4336-9685-4916-afe1-42085eb7d393.json,378e4336-9685-4916-afe1-42085eb7d393,"entity_count=33;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.7727272727272727;extent_residual=0.0;errors=none"
E00234,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b8146af8-57ab-4453-86ed-f47ccde50285.png|D:\datasets\ArchCAD\data\svg\b8146af8-57ab-4453-86ed-f47ccde50285.svg|D:\datasets\ArchCAD\data\point\b8146af8-57ab-4453-86ed-f47ccde50285.npy|D:\datasets\ArchCAD\data\caption\b8146af8-57ab-4453-86ed-f47ccde50285.json|D:\datasets\ArchCAD\data\json\b8146af8-57ab-4453-86ed-f47ccde50285.json,b8146af8-57ab-4453-86ed-f47ccde50285,"entity_count=423;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5048192771084338;extent_residual=0.0;errors=none"
E00235,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\d5b07061-6dc6-43fe-83fa-58bfc9fc8165.png|D:\datasets\ArchCAD\data\svg\d5b07061-6dc6-43fe-83fa-58bfc9fc8165.svg|D:\datasets\ArchCAD\data\point\d5b07061-6dc6-43fe-83fa-58bfc9fc8165.npy|D:\datasets\ArchCAD\data\caption\d5b07061-6dc6-43fe-83fa-58bfc9fc8165.json|D:\datasets\ArchCAD\data\json\d5b07061-6dc6-43fe-83fa-58bfc9fc8165.json,d5b07061-6dc6-43fe-83fa-58bfc9fc8165,"entity_count=365;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6291208791208791;extent_residual=0.0;errors=none"
E00236,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\e82e5dc3-59d0-4c1d-bab3-678c4e3c2cb0.png|D:\datasets\ArchCAD\data\svg\e82e5dc3-59d0-4c1d-bab3-678c4e3c2cb0.svg|D:\datasets\ArchCAD\data\point\e82e5dc3-59d0-4c1d-bab3-678c4e3c2cb0.npy|D:\datasets\ArchCAD\data\caption\e82e5dc3-59d0-4c1d-bab3-678c4e3c2cb0.json|D:\datasets\ArchCAD\data\json\e82e5dc3-59d0-4c1d-bab3-678c4e3c2cb0.json,e82e5dc3-59d0-4c1d-bab3-678c4e3c2cb0,"entity_count=118;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.29591836734693877;extent_residual=0.0;errors=none"
E00237,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\2ad4d12e-af58-4f17-90b8-da6653ac83d4.png|D:\datasets\ArchCAD\data\svg\2ad4d12e-af58-4f17-90b8-da6653ac83d4.svg|D:\datasets\ArchCAD\data\point\2ad4d12e-af58-4f17-90b8-da6653ac83d4.npy|D:\datasets\ArchCAD\data\caption\2ad4d12e-af58-4f17-90b8-da6653ac83d4.json|D:\datasets\ArchCAD\data\json\2ad4d12e-af58-4f17-90b8-da6653ac83d4.json,2ad4d12e-af58-4f17-90b8-da6653ac83d4,"entity_count=309;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.693609022556391;extent_residual=0.0;errors=none"
E00238,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\75ee44b8-cbb2-427d-a74c-bb8d5b16667c.png|D:\datasets\ArchCAD\data\svg\75ee44b8-cbb2-427d-a74c-bb8d5b16667c.svg|D:\datasets\ArchCAD\data\point\75ee44b8-cbb2-427d-a74c-bb8d5b16667c.npy|D:\datasets\ArchCAD\data\caption\75ee44b8-cbb2-427d-a74c-bb8d5b16667c.json|D:\datasets\ArchCAD\data\json\75ee44b8-cbb2-427d-a74c-bb8d5b16667c.json,75ee44b8-cbb2-427d-a74c-bb8d5b16667c,"entity_count=80;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5608108108108109;extent_residual=0.0;errors=none"
E00239,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\87d38dbb-49d1-444c-876b-55f554d68e86.png|D:\datasets\ArchCAD\data\svg\87d38dbb-49d1-444c-876b-55f554d68e86.svg|D:\datasets\ArchCAD\data\point\87d38dbb-49d1-444c-876b-55f554d68e86.npy|D:\datasets\ArchCAD\data\caption\87d38dbb-49d1-444c-876b-55f554d68e86.json|D:\datasets\ArchCAD\data\json\87d38dbb-49d1-444c-876b-55f554d68e86.json,87d38dbb-49d1-444c-876b-55f554d68e86,"entity_count=393;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5517241379310345;extent_residual=0.0;errors=none"
E00240,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b5a01c36-e409-4cc5-8d47-b93cf4e2180d.png|D:\datasets\ArchCAD\data\svg\b5a01c36-e409-4cc5-8d47-b93cf4e2180d.svg|D:\datasets\ArchCAD\data\point\b5a01c36-e409-4cc5-8d47-b93cf4e2180d.npy|D:\datasets\ArchCAD\data\caption\b5a01c36-e409-4cc5-8d47-b93cf4e2180d.json|D:\datasets\ArchCAD\data\json\b5a01c36-e409-4cc5-8d47-b93cf4e2180d.json,b5a01c36-e409-4cc5-8d47-b93cf4e2180d,"entity_count=1166;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.3539697542533081;extent_residual=0.0;errors=none"
E00241,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b7703a5c-98c5-4bbb-b096-64ba83184c8b.png|D:\datasets\ArchCAD\data\svg\b7703a5c-98c5-4bbb-b096-64ba83184c8b.svg|D:\datasets\ArchCAD\data\point\b7703a5c-98c5-4bbb-b096-64ba83184c8b.npy|D:\datasets\ArchCAD\data\caption\b7703a5c-98c5-4bbb-b096-64ba83184c8b.json|D:\datasets\ArchCAD\data\json\b7703a5c-98c5-4bbb-b096-64ba83184c8b.json,b7703a5c-98c5-4bbb-b096-64ba83184c8b,"entity_count=475;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6112804878048781;extent_residual=0.0;errors=none"
E00242,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\042de6a6-8a11-4997-86cc-1f60ac8b2f50.png|D:\datasets\ArchCAD\data\svg\042de6a6-8a11-4997-86cc-1f60ac8b2f50.svg|D:\datasets\ArchCAD\data\point\042de6a6-8a11-4997-86cc-1f60ac8b2f50.npy|D:\datasets\ArchCAD\data\caption\042de6a6-8a11-4997-86cc-1f60ac8b2f50.json|D:\datasets\ArchCAD\data\json\042de6a6-8a11-4997-86cc-1f60ac8b2f50.json,042de6a6-8a11-4997-86cc-1f60ac8b2f50,"entity_count=405;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5213567839195979;extent_residual=0.0;errors=none"
E00243,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\ffd9fd26-0031-4b00-bcf3-e8eeab0f8c8a.png|D:\datasets\ArchCAD\data\svg\ffd9fd26-0031-4b00-bcf3-e8eeab0f8c8a.svg|D:\datasets\ArchCAD\data\point\ffd9fd26-0031-4b00-bcf3-e8eeab0f8c8a.npy|D:\datasets\ArchCAD\data\caption\ffd9fd26-0031-4b00-bcf3-e8eeab0f8c8a.json|D:\datasets\ArchCAD\data\json\ffd9fd26-0031-4b00-bcf3-e8eeab0f8c8a.json,ffd9fd26-0031-4b00-bcf3-e8eeab0f8c8a,"entity_count=404;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.46115288220551376;extent_residual=0.0;errors=none"
E00244,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\2f8e3acd-f55d-4ae6-883c-74f1561c05e4.png|D:\datasets\ArchCAD\data\svg\2f8e3acd-f55d-4ae6-883c-74f1561c05e4.svg|D:\datasets\ArchCAD\data\point\2f8e3acd-f55d-4ae6-883c-74f1561c05e4.npy|D:\datasets\ArchCAD\data\caption\2f8e3acd-f55d-4ae6-883c-74f1561c05e4.json|D:\datasets\ArchCAD\data\json\2f8e3acd-f55d-4ae6-883c-74f1561c05e4.json,2f8e3acd-f55d-4ae6-883c-74f1561c05e4,"entity_count=4376;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.10363943118823812;extent_residual=0.0;errors=none"
E00245,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\de71208c-e5e4-47e1-b776-fbfca44ac50b.png|D:\datasets\ArchCAD\data\svg\de71208c-e5e4-47e1-b776-fbfca44ac50b.svg|D:\datasets\ArchCAD\data\point\de71208c-e5e4-47e1-b776-fbfca44ac50b.npy|D:\datasets\ArchCAD\data\caption\de71208c-e5e4-47e1-b776-fbfca44ac50b.json|D:\datasets\ArchCAD\data\json\de71208c-e5e4-47e1-b776-fbfca44ac50b.json,de71208c-e5e4-47e1-b776-fbfca44ac50b,"entity_count=97;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5618556701030928;extent_residual=0.0;errors=none"
E00246,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\30cbc238-574b-4278-8546-c8de003d96bb.png|D:\datasets\ArchCAD\data\svg\30cbc238-574b-4278-8546-c8de003d96bb.svg|D:\datasets\ArchCAD\data\point\30cbc238-574b-4278-8546-c8de003d96bb.npy|D:\datasets\ArchCAD\data\caption\30cbc238-574b-4278-8546-c8de003d96bb.json|D:\datasets\ArchCAD\data\json\30cbc238-574b-4278-8546-c8de003d96bb.json,30cbc238-574b-4278-8546-c8de003d96bb,"entity_count=774;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.471875;extent_residual=0.0;errors=none"
E00247,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\1ef215aa-14c3-4c98-9d34-39abe0df63a1.png|D:\datasets\ArchCAD\data\svg\1ef215aa-14c3-4c98-9d34-39abe0df63a1.svg|D:\datasets\ArchCAD\data\point\1ef215aa-14c3-4c98-9d34-39abe0df63a1.npy|D:\datasets\ArchCAD\data\caption\1ef215aa-14c3-4c98-9d34-39abe0df63a1.json|D:\datasets\ArchCAD\data\json\1ef215aa-14c3-4c98-9d34-39abe0df63a1.json,1ef215aa-14c3-4c98-9d34-39abe0df63a1,"entity_count=267;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6528301886792452;extent_residual=0.0;errors=none"
E00248,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\4f0c3da3-0fa6-4133-8842-f8b6d4c926c5.png|D:\datasets\ArchCAD\data\svg\4f0c3da3-0fa6-4133-8842-f8b6d4c926c5.svg|D:\datasets\ArchCAD\data\point\4f0c3da3-0fa6-4133-8842-f8b6d4c926c5.npy|D:\datasets\ArchCAD\data\caption\4f0c3da3-0fa6-4133-8842-f8b6d4c926c5.json|D:\datasets\ArchCAD\data\json\4f0c3da3-0fa6-4133-8842-f8b6d4c926c5.json,4f0c3da3-0fa6-4133-8842-f8b6d4c926c5,"entity_count=771;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.449468085106383;extent_residual=0.0;errors=none"
E00249,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\ba682203-9520-4426-a0ce-39ee88c7b368.png|D:\datasets\ArchCAD\data\svg\ba682203-9520-4426-a0ce-39ee88c7b368.svg|D:\datasets\ArchCAD\data\point\ba682203-9520-4426-a0ce-39ee88c7b368.npy|D:\datasets\ArchCAD\data\caption\ba682203-9520-4426-a0ce-39ee88c7b368.json|D:\datasets\ArchCAD\data\json\ba682203-9520-4426-a0ce-39ee88c7b368.json,ba682203-9520-4426-a0ce-39ee88c7b368,"entity_count=91;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5965909090909091;extent_residual=0.0;errors=none"
E00250,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\3fd8479a-098c-42fe-948a-bf201b561e03.png|D:\datasets\ArchCAD\data\svg\3fd8479a-098c-42fe-948a-bf201b561e03.svg|D:\datasets\ArchCAD\data\point\3fd8479a-098c-42fe-948a-bf201b561e03.npy|D:\datasets\ArchCAD\data\caption\3fd8479a-098c-42fe-948a-bf201b561e03.json|D:\datasets\ArchCAD\data\json\3fd8479a-098c-42fe-948a-bf201b561e03.json,3fd8479a-098c-42fe-948a-bf201b561e03,"entity_count=301;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5569852941176471;extent_residual=0.0;errors=none"
E00251,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\85bcbd88-e627-4d70-901a-b90ba89ef105.png|D:\datasets\ArchCAD\data\svg\85bcbd88-e627-4d70-901a-b90ba89ef105.svg|D:\datasets\ArchCAD\data\point\85bcbd88-e627-4d70-901a-b90ba89ef105.npy|D:\datasets\ArchCAD\data\caption\85bcbd88-e627-4d70-901a-b90ba89ef105.json|D:\datasets\ArchCAD\data\json\85bcbd88-e627-4d70-901a-b90ba89ef105.json,85bcbd88-e627-4d70-901a-b90ba89ef105,"entity_count=157;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5131578947368421;extent_residual=0.0;errors=none"
